year,month,age,portfolio_end,income,taxed_income,monthly_raw_expenses,raw_expenses,net_expenses,gross_up,event
2030,7,60.5,3092031.75,181200.0,123759.6,6987.33,83847.93,-39911.67,0.0,
2030,8,60.58,3111925.97,181200.0,123759.6,7001.72,84020.64,-39738.96,0.0,
2030,9,60.67,3131948.2,181200.0,123759.6,7016.14,84193.71,-39565.89,0.0,
2030,10,60.75,3152099.25,181200.0,123759.6,7030.59,84367.14,-39392.46,0.0,
2030,11,60.83,3172379.95,181200.0,123759.6,7045.08,84540.92,-39218.68,0.0,
2030,12,60.92,3192791.14,181200.0,123759.6,7059.59,84715.06,-39044.54,0.0,
2031,1,61.0,3213333.65,181200.0,123759.6,7074.13,84889.56,-38870.04,0.0,
2031,2,61.08,3234008.34,181200.0,123759.6,7088.7,85064.42,-38695.18,0.0,
2031,3,61.17,3254816.04,181200.0,123759.6,7103.3,85239.64,-38519.96,0.0,
2031,4,61.25,3275757.63,181200.0,123759.6,7117.93,85415.22,-38344.38,0.0,
2031,5,61.33,3296833.95,181200.0,123759.6,7132.6,85591.16,-38168.44,0.0,
2031,6,61.42,3318045.88,181200.0,123759.6,7147.29,85767.46,-37992.14,0.0,
2031,7,61.5,3339394.29,181200.0,123759.6,7162.01,85944.13,-37815.47,0.0,
2031,8,61.58,3360880.05,181200.0,123759.6,7176.76,86121.16,-37638.44,0.0,
2031,9,61.67,3382504.06,181200.0,123759.6,7191.55,86298.55,-37461.05,0.0,
2031,10,61.75,3404267.19,181200.0,123759.6,7206.36,86476.31,-37283.29,0.0,
2031,11,61.83,3426170.35,181200.0,123759.6,7221.2,86654.44,-37105.16,0.0,
2031,12,61.92,3448214.43,181200.0,123759.6,7236.08,86832.94,-36926.66,0.0,
2032,1,62.0,3461669.16,2400.0,1639.2,6100.0,73200.0,71560.8,104774.23,Retirement
2032,2,62.08,3477417.63,32400.0,22129.2,6300.0,75600.0,53470.8,78288.14,Retirement-SS
2032,3,62.17,3493248.43,32400.0,22129.2,6312.98,75755.72,53626.52,78516.14,
2032,4,62.25,3509162.04,32400.0,22129.2,6325.98,75911.77,53782.57,78744.61,
2032,5,62.33,3525158.97,32400.0,22129.2,6339.01,76068.13,53938.93,78973.55,
2032,6,62.42,3541239.7,32400.0,22129.2,6352.07,76224.82,54095.62,79202.96,
2032,7,62.5,3557404.74,32400.0,22129.2,6365.15,76381.83,54252.63,79432.84,
2032,8,62.58,3573654.59,32400.0,22129.2,6378.26,76539.17,54409.97,79663.2,
2032,9,62.67,3589989.75,32400.0,22129.2,6391.4,76696.82,54567.62,79894.03,
2032,10,62.75,3606410.74,32400.0,22129.2,6404.57,76854.81,54725.61,80125.34,
2032,11,62.83,3622918.07,32400.0,22129.2,6417.76,77013.12,54883.92,80357.12,
2032,12,62.92,3639512.25,32400.0,22129.2,6430.98,77171.75,55042.55,80589.39,
2033,1,63.0,3656193.81,32400.0,22129.2,6444.23,77330.71,55201.51,80822.13,
2033,2,63.08,3672963.26,32400.0,22129.2,6457.5,77490.0,55360.8,81055.34,
2033,3,63.17,3689821.13,32400.0,22129.2,6470.8,77649.62,55520.42,81289.04,
2033,4,63.25,3706767.95,32400.0,22129.2,6484.13,77809.56,55680.36,81523.22,
2033,5,63.33,3723804.24,32400.0,22129.2,6497.49,77969.84,55840.64,81757.89,
2033,6,63.42,3740930.56,32400.0,22129.2,6510.87,78130.44,56001.24,81993.03,
2033,7,63.5,3758147.43,32400.0,22129.2,6524.28,78291.38,56162.18,82228.66,
2033,8,63.58,3775455.4,32400.0,22129.2,6537.72,78452.65,56323.45,82464.78,
2033,9,63.67,3792855.01,32400.0,22129.2,6551.19,78614.25,56485.05,82701.38,
2033,10,63.75,3810346.82,32400.0,22129.2,6564.68,78776.18,56646.98,82938.47,
2033,11,63.83,3827931.36,32400.0,22129.2,6578.2,78938.44,56809.24,83176.05,
2033,12,63.92,3845609.21,32400.0,22129.2,6591.75,79101.04,56971.84,83414.12,
2034,1,64.0,3863380.92,32400.0,22129.2,6605.33,79263.98,57134.78,83652.68,
2034,2,64.08,3881247.05,32400.0,22129.2,6618.94,79427.25,57298.05,83891.73,
2034,3,64.17,3899208.18,32400.0,22129.2,6632.57,79590.86,57461.66,84131.27,
2034,4,64.25,3917264.86,32400.0,22129.2,6646.23,79754.8,57625.6,84371.3,
2034,5,64.33,3935417.67,32400.0,22129.2,6659.92,79919.08,57789.88,84611.83,
2034,6,64.42,3953667.19,32400.0,22129.2,6673.64,80083.7,57954.5,84852.86,
2034,7,64.5,3972014.01,32400.0,22129.2,6687.39,80248.66,58119.46,85094.38,
2034,8,64.58,3990458.7,32400.0,22129.2,6701.16,80413.96,58284.76,85336.4,
2034,9,64.67,4009001.86,32400.0,22129.2,6714.97,80579.6,58450.4,85578.92,
2034,10,64.75,4027644.07,32400.0,22129.2,6728.8,80745.58,58616.38,85821.94,
2034,11,64.83,4046385.93,32400.0,22129.2,6742.66,80911.9,58782.7,86065.45,
2034,12,64.92,4065228.04,32400.0,22129.2,6756.55,81078.57,58949.37,86309.47,
2035,1,65.0,4084171.01,32400.0,22129.2,6770.46,81245.58,59116.38,86554.0,
2035,2,65.08,4103215.43,32400.0,22129.2,6784.41,81412.93,59283.73,86799.02,
2035,3,65.17,4122361.93,32400.0,22129.2,6798.39,81580.63,59451.43,87044.55,
2035,4,65.25,4141611.12,32400.0,22129.2,6812.39,81748.67,59619.47,87290.59,
2035,5,65.33,4160963.61,32400.0,22129.2,6826.42,81917.06,59787.86,87537.13,
2035,6,65.42,4180420.03,32400.0,22129.2,6840.48,82085.8,59956.6,87784.18,
2035,7,65.5,4199981.0,32400.0,22129.2,6854.57,82254.88,60125.68,88031.74,
2035,8,65.58,4219647.15,32400.0,22129.2,6868.69,82424.31,60295.11,88279.81,
2035,9,65.67,4239419.12,32400.0,22129.2,6882.84,82594.09,60464.89,88528.39,
2035,10,65.75,4259297.55,32400.0,22129.2,6897.02,82764.22,60635.02,88777.48,
2035,11,65.83,4279283.07,32400.0,22129.2,6911.23,82934.7,60805.5,89027.09,
2035,12,65.92,4299376.34,32400.0,22129.2,6925.46,83105.53,60976.33,89277.21,
2036,1,66.0,4319578.0,32400.0,22129.2,6939.73,83276.72,61147.52,89527.84,
2036,2,66.08,4339888.71,32400.0,22129.2,6954.02,83448.25,61319.05,89779.0,
2036,3,66.17,4360309.13,32400.0,22129.2,6968.35,83620.14,61490.94,90030.67,
2036,4,66.25,4380839.92,32400.0,22129.2,6982.7,83792.39,61663.19,90282.85,
2036,5,66.33,4401481.75,32400.0,22129.2,6997.08,83964.99,61835.79,90535.56,
2036,6,66.42,4422235.28,32400.0,22129.2,7011.5,84137.94,62008.74,90788.79,
2036,7,66.5,4443101.2,32400.0,22129.2,7025.94,84311.25,62182.05,91042.53,
2036,8,66.58,4464080.18,32400.0,22129.2,7040.41,84484.92,62355.72,91296.81,
2036,9,66.67,4485172.91,32400.0,22129.2,7054.91,84658.94,62529.74,91551.6,
2036,10,66.75,4506380.07,32400.0,22129.2,7069.44,84833.33,62704.13,91806.92,
2036,11,66.83,4527702.35,32400.0,22129.2,7084.01,85008.07,62878.87,92062.77,
2036,12,66.92,4549140.47,32400.0,22129.2,7098.6,85183.17,63053.97,92319.14,
2037,1,67.0,4411295.83,32400.0,22129.2,5000.0,60000.0,37870.8,55447.73,Market Crash
2037,2,67.08,4277472.97,32400.0,22129.2,5010.3,60123.59,37994.39,55628.68,
2037,3,67.17,4147554.07,32400.0,22129.2,5020.62,60247.43,38118.23,55810.01,
2037,4,67.25,4021424.77,32400.0,22129.2,5030.96,60371.53,38242.33,55991.71,
2037,5,67.33,3898974.07,32400.0,22129.2,5041.32,60495.89,38366.69,56173.78,
2037,6,67.42,3780094.19,32400.0,22129.2,5051.71,60620.5,38491.3,56356.23,
2037,7,67.5,3664680.54,32400.0,22129.2,5062.11,60745.37,38616.17,56539.05,
2037,8,67.58,3552631.57,32400.0,22129.2,5072.54,60870.5,38741.3,56722.25,
2037,9,67.67,3443848.72,32400.0,22129.2,5082.99,60995.88,38866.68,56905.83,
2037,10,67.75,3338236.3,32400.0,22129.2,5093.46,61121.52,38992.32,57089.78,
2037,11,67.83,3235701.44,32400.0,22129.2,5103.95,61247.42,39118.22,57274.12,
2037,12,67.92,3136153.97,32400.0,22129.2,5114.47,61373.58,39244.38,57458.83,
2038,1,68.0,3136712.94,32400.0,22129.2,5000.0,60000.0,37870.8,55447.73,Market Partial Recovery
2038,2,68.08,3137257.75,32400.0,22129.2,5010.3,60123.59,37994.39,55628.68,
2038,3,68.17,3137788.36,32400.0,22129.2,5020.62,60247.43,38118.23,55810.01,
2038,4,68.25,3138304.69,32400.0,22129.2,5030.96,60371.53,38242.33,55991.71,
2038,5,68.33,3138806.71,32400.0,22129.2,5041.32,60495.89,38366.69,56173.78,
2038,6,68.42,3139294.35,32400.0,22129.2,5051.71,60620.5,38491.3,56356.23,
2038,7,68.5,3139767.57,32400.0,22129.2,5062.11,60745.37,38616.17,56539.05,
2038,8,68.58,3140226.29,32400.0,22129.2,5072.54,60870.5,38741.3,56722.25,
2038,9,68.67,3140670.48,32400.0,22129.2,5082.99,60995.88,38866.68,56905.83,
2038,10,68.75,3141100.07,32400.0,22129.2,5093.46,61121.52,38992.32,57089.78,
2038,11,68.83,3141515.01,32400.0,22129.2,5103.95,61247.42,39118.22,57274.12,
2038,12,68.92,3141915.24,32400.0,22129.2,5114.47,61373.58,39244.38,57458.83,
2039,1,69.0,3147287.58,32400.0,22129.2,5200.0,62400.0,40270.8,58961.64,Market Further Recovery
2039,2,69.08,3152661.83,32400.0,22129.2,5210.71,62528.53,40399.33,59149.83,
2039,3,69.17,3158037.96,32400.0,22129.2,5221.44,62657.33,40528.13,59338.41,
2039,4,69.25,3163415.94,32400.0,22129.2,5232.2,62786.4,40657.2,59527.37,
2039,5,69.33,3168795.75,32400.0,22129.2,5242.98,62915.73,40786.53,59716.73,
2039,6,69.42,3174177.35,32400.0,22129.2,5253.78,63045.32,40916.12,59906.47,
2039,7,69.5,3179560.73,32400.0,22129.2,5264.6,63175.19,41045.99,60096.61,
2039,8,69.58,3184945.86,32400.0,22129.2,5275.44,63305.32,41176.12,60287.14,
2039,9,69.67,3190332.7,32400.0,22129.2,5286.31,63435.71,41306.51,60478.06,
2039,10,69.75,3195721.24,32400.0,22129.2,5297.2,63566.38,41437.18,60669.37,
2039,11,69.83,3201111.45,32400.0,22129.2,5308.11,63697.32,41568.12,60861.08,
2039,12,69.92,3206503.29,32400.0,22129.2,5319.04,63828.52,41699.32,61053.18,
2040,1,70.0,3221634.9,32400.0,22129.2,5600.0,67200.0,45070.8,65989.46,Market Fully Recovered
2040,2,70.08,3236846.99,32400.0,22129.2,5611.54,67338.42,45209.22,66192.12,
2040,3,70.17,3252140.03,32400.0,22129.2,5623.09,67477.13,45347.93,66395.21,
2040,4,70.25,3267514.5,32400.0,22129.2,5634.68,67616.12,45486.92,66598.71,
2040,5,70.33,3282970.9,32400.0,22129.2,5646.28,67755.4,45626.2,66802.63,
2040,6,70.42,3298509.72,32400.0,22129.2,5657.91,67894.96,45765.76,67006.97,
2040,7,70.5,3314131.45,32400.0,22129.2,5669.57,68034.81,45905.61,67211.73,
2040,8,70.58,3329836.6,32400.0,22129.2,5681.25,68174.96,46045.76,67416.92,
2040,9,70.67,3345625.66,32400.0,22129.2,5692.95,68315.38,46186.18,67622.52,
2040,10,70.75,3361499.13,32400.0,22129.2,5704.68,68456.1,46326.9,67828.55,
2040,11,70.83,3377457.54,32400.0,22129.2,5716.43,68597.11,46467.91,68035.01,
2040,12,70.92,3393501.38,32400.0,22129.2,5728.2,68738.41,46609.21,68241.89,
2041,1,71.0,3409631.17,32400.0,22129.2,5740.0,68880.0,46750.8,68449.19,
2041,2,71.08,3425847.43,32400.0,22129.2,5751.82,69021.88,46892.68,68656.93,
2041,3,71.17,3442150.67,32400.0,22129.2,5763.67,69164.06,47034.86,68865.09,
2041,4,71.25,3458541.43,32400.0,22129.2,5775.54,69306.52,47177.32,69073.68,
2041,5,71.33,3475020.24,32400.0,22129.2,5787.44,69449.28,47320.08,69282.7,
2041,6,71.42,3491587.61,32400.0,22129.2,5799.36,69592.34,47463.14,69492.15,
2041,7,71.5,3508244.09,32400.0,22129.2,5811.31,69735.68,47606.48,69702.03,
2041,8,71.58,3524990.21,32400.0,22129.2,5823.28,69879.33,47750.13,69912.34,
2041,9,71.67,3541826.51,32400.0,22129.2,5835.27,70023.27,47894.07,70123.09,
2041,10,71.75,3558753.54,32400.0,22129.2,5847.29,70167.51,48038.31,70334.27,
2041,11,71.83,3575771.84,32400.0,22129.2,5859.34,70312.04,48182.84,70545.88,
2041,12,71.92,3592881.97,32400.0,22129.2,5871.41,70456.87,48327.67,70757.94,
2042,1,72.0,3610084.48,32400.0,22129.2,5883.5,70602.0,48472.8,70970.42,
2042,2,72.08,3627379.93,32400.0,22129.2,5895.62,70747.43,48618.23,71183.35,
2042,3,72.17,3644768.87,32400.0,22129.2,5907.76,70893.16,48763.96,71396.72,
2042,4,72.25,3662251.88,32400.0,22129.2,5919.93,71039.18,48909.98,71610.52,
2042,5,72.33,3679829.52,32400.0,22129.2,5932.13,71185.51,49056.31,71824.76,
2042,6,72.42,3697502.37,32400.0,22129.2,5944.35,71332.14,49202.94,72039.45,
2042,7,72.5,3715271.0,32400.0,22129.2,5956.59,71479.08,49349.88,72254.58,
2042,8,72.58,3733135.98,32400.0,22129.2,5968.86,71626.31,49497.11,72470.15,
2042,9,72.67,3751097.91,32400.0,22129.2,5981.15,71773.85,49644.65,72686.17,
2042,10,72.75,3769157.37,32400.0,22129.2,5993.47,71921.69,49792.49,72902.63,
2042,11,72.83,3787314.95,32400.0,22129.2,6005.82,72069.84,49940.64,73119.53,
2042,12,72.92,3805571.24,32400.0,22129.2,6018.19,72218.29,50089.09,73336.88,
2043,1,73.0,3823926.84,32400.0,22129.2,6030.59,72367.05,50237.85,73554.69,
2043,2,73.08,3842382.36,32400.0,22129.2,6043.01,72516.11,50386.91,73772.93,
2043,3,73.17,3860938.39,32400.0,22129.2,6055.46,72665.49,50536.29,73991.63,
2043,4,73.25,3879595.55,32400.0,22129.2,6067.93,72815.16,50685.96,74210.78,
2043,5,73.33,3898354.46,32400.0,22129.2,6080.43,72965.15,50835.95,74430.38,
2043,6,73.42,3917215.72,32400.0,22129.2,6092.95,73115.45,50986.25,74650.44,
2043,7,73.5,3936179.95,32400.0,22129.2,6105.5,73266.05,51136.85,74870.94,
2043,8,73.58,3955247.8,32400.0,22129.2,6118.08,73416.97,51287.77,75091.9,
2043,9,73.67,3974419.87,32400.0,22129.2,6130.68,73568.2,51439.0,75313.32,
2043,10,73.75,3993696.81,32400.0,22129.2,6143.31,73719.74,51590.54,75535.19,
2043,11,73.83,4013079.25,32400.0,22129.2,6155.97,73871.59,51742.39,75757.52,
2043,12,73.92,4032567.83,32400.0,22129.2,6168.65,74023.75,51894.55,75980.31,
2044,1,74.0,4052163.19,32400.0,22129.2,6181.35,74176.23,52047.03,76203.55,
2044,2,74.08,4071866.0,32400.0,22129.2,6194.08,74329.02,52199.82,76427.26,
2044,3,74.17,4091676.89,32400.0,22129.2,6206.84,74482.12,52352.92,76651.42,
2044,4,74.25,4111596.52,32400.0,22129.2,6219.63,74635.54,52506.34,76876.05,
2044,5,74.33,4131625.56,32400.0,22129.2,6232.44,74789.28,52660.08,77101.14,
2044,6,74.42,4151764.67,32400.0,22129.2,6245.28,74943.33,52814.13,77326.7,
2044,7,74.5,4172014.52,32400.0,22129.2,6258.14,75097.71,52968.51,77552.72,
2044,8,74.58,4192375.79,32400.0,22129.2,6271.03,75252.39,53123.19,77779.2,
2044,9,74.67,4212849.15,32400.0,22129.2,6283.95,75407.4,53278.2,78006.15,
2044,10,74.75,4233435.29,32400.0,22129.2,6296.89,75562.73,53433.53,78233.57,
2044,11,74.83,4254134.88,32400.0,22129.2,6309.86,75718.38,53589.18,78461.46,
2044,12,74.92,4274948.63,32400.0,22129.2,6322.86,75874.34,53745.14,78689.81,
2045,1,75.0,4295877.22,32400.0,22129.2,6335.89,76030.63,53901.43,78918.64,
2045,2,75.08,4316921.36,32400.0,22129.2,6348.94,76187.24,54058.04,79147.94,
2045,3,75.17,4338081.76,32400.0,22129.2,6362.01,76344.18,54214.98,79377.71,
2045,4,75.25,4359359.11,32400.0,22129.2,6375.12,76501.43,54372.23,79607.95,
2045,5,75.33,4380754.13,32400.0,22129.2,6388.25,76659.01,54529.81,79838.67,
2045,6,75.42,4402267.55,32400.0,22129.2,6401.41,76816.92,54687.72,80069.86,
2045,7,75.5,4423900.08,32400.0,22129.2,6414.6,76975.15,54845.95,80301.53,
2045,8,75.58,4445652.44,32400.0,22129.2,6427.81,77133.7,55004.5,80533.68,
2045,9,75.67,4467525.38,32400.0,22129.2,6441.05,77292.59,55163.39,80766.31,
2045,10,75.75,4489519.62,32400.0,22129.2,6454.32,77451.8,55322.6,80999.41,
2045,11,75.83,4511635.91,32400.0,22129.2,6467.61,77611.34,55482.14,81232.99,
2045,12,75.92,4533874.99,32400.0,22129.2,6480.93,77771.2,55642.0,81467.06,
2046,1,76.0,4556237.61,32400.0,22129.2,6494.28,77931.4,55802.2,81701.61,
2046,2,76.08,4578724.53,32400.0,22129.2,6507.66,78091.92,55962.72,81936.64,
2046,3,76.17,4601336.5,32400.0,22129.2,6521.07,78252.78,56123.58,82172.15,
2046,4,76.25,4624074.29,32400.0,22129.2,6534.5,78413.97,56284.77,82408.15,
2046,5,76.33,4646938.67,32400.0,22129.2,6547.96,78575.49,56446.29,82644.64,
2046,6,76.42,4669930.41,32400.0,22129.2,6561.45,78737.34,56608.14,82881.61,
2046,7,76.5,4693050.3,32400.0,22129.2,6574.96,78899.53,56770.33,83119.07,
2046,8,76.58,4716299.11,32400.0,22129.2,6588.5,79062.05,56932.85,83357.02,
2046,9,76.67,4739677.63,32400.0,22129.2,6602.08,79224.9,57095.7,83595.46,
2046,10,76.75,4763186.66,32400.0,22129.2,6615.67,79388.09,57258.89,83834.4,
2046,11,76.83,4786826.99,32400.0,22129.2,6629.3,79551.62,57422.42,84073.82,
2046,12,76.92,4810599.44,32400.0,22129.2,6642.96,79715.48,57586.28,84313.74,
2047,1,77.0,4834504.8,32400.0,22129.2,6656.64,79879.68,57750.48,84554.15,
2047,2,77.08,4858543.89,32400.0,22129.2,6670.35,80044.22,57915.02,84795.05,
2047,3,77.17,4882717.54,32400.0,22129.2,6684.09,80209.1,58079.9,85036.46,
2047,4,77.25,4907026.56,32400.0,22129.2,6697.86,80374.32,58245.12,85278.36,
2047,5,77.33,4931471.79,32400.0,22129.2,6711.66,80539.88,58410.68,85520.75,
2047,6,77.42,4956054.06,32400.0,22129.2,6725.48,80705.77,58576.57,85763.65,
2047,7,77.5,4980774.2,32400.0,22129.2,6739.33,80872.01,58742.81,86007.05,
2047,8,77.58,5005633.07,32400.0,22129.2,6753.22,81038.6,58909.4,86250.95,
2047,9,77.67,5030631.52,32400.0,22129.2,6767.13,81205.52,59076.32,86495.35,
2047,10,77.75,5055770.4,32400.0,22129.2,6781.07,81372.79,59243.59,86740.26,
2047,11,77.83,5081050.58,32400.0,22129.2,6795.03,81540.41,59411.21,86985.66,
2047,12,77.92,5106472.91,32400.0,22129.2,6809.03,81708.37,59579.17,87231.58,
2048,1,78.0,5132038.28,32400.0,22129.2,6823.06,81876.67,59747.47,87478.0,
2048,2,78.08,5157747.56,32400.0,22129.2,6837.11,82045.33,59916.13,87724.93,
2048,3,78.17,5183601.63,32400.0,22129.2,6851.19,82214.33,60085.13,87972.37,
2048,4,78.25,5209601.38,32400.0,22129.2,6865.31,82383.68,60254.48,88220.32,
2048,5,78.33,5235747.72,32400.0,22129.2,6879.45,82553.37,60424.17,88468.77,
2048,6,78.42,5262041.53,32400.0,22129.2,6893.62,82723.42,60594.22,88717.74,
2048,7,78.5,5288483.73,32400.0,22129.2,6907.82,82893.82,60764.62,88967.23,
2048,8,78.58,5315075.22,32400.0,22129.2,6922.05,83064.56,60935.36,89217.22,
2048,9,78.67,5341816.93,32400.0,22129.2,6936.31,83235.66,61106.46,89467.73,
2048,10,78.75,5368709.78,32400.0,22129.2,6950.59,83407.11,61277.91,89718.76,
2048,11,78.83,5395754.7,32400.0,22129.2,6964.91,83578.92,61449.72,89970.31,
2048,12,78.92,5422952.61,32400.0,22129.2,6979.26,83751.08,61621.88,90222.37,
2049,1,79.0,5450304.47,32400.0,22129.2,6993.63,83923.59,61794.39,90474.95,
2049,2,79.08,5477811.23,32400.0,22129.2,7008.04,84096.46,61967.26,90728.05,
2049,3,79.17,5505473.82,32400.0,22129.2,7022.47,84269.69,62140.49,90981.68,
2049,4,79.25,5533293.22,32400.0,22129.2,7036.94,84443.27,62314.07,91235.82,
2049,5,79.33,5561270.39,32400.0,22129.2,7051.43,84617.21,62488.01,91490.49,
2049,6,79.42,5589406.3,32400.0,22129.2,7065.96,84791.5,62662.3,91745.69,
2049,7,79.5,5617701.92,32400.0,22129.2,7080.51,84966.16,62836.96,92001.41,
2049,8,79.58,5646158.25,32400.0,22129.2,7095.1,85141.18,63011.98,92257.65,
2049,9,79.67,5674776.26,32400.0,22129.2,7109.71,85316.55,63187.35,92514.43,
2049,10,79.75,5703556.97,32400.0,22129.2,7124.36,85492.29,63363.09,92771.73,
2049,11,79.83,5732501.36,32400.0,22129.2,7139.03,85668.39,63539.19,93029.56,
2049,12,79.92,5761610.45,32400.0,22129.2,7153.74,85844.86,63715.66,93287.93,
2050,1,80.0,5790885.26,32400.0,22129.2,7168.47,86021.68,63892.48,93546.82,
